id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,target,song_title,artist,
1256,0.000767,429,264320,636,5.14e-05,5,203,-7684,1,0.0325,123966,4.0,233,0,Say The Word,Hillsong United,
1257,627,295,252360,326,0.0,9,157,-6125,0,0.0318,126704,3.0,136,0,On My Side,Kim Walker-Smith,
1258,0.0218,534,168040,933,0.0,6,159,-4021,1,0.0781,174081,4.0,783,0,Bloom,Grayson Reed,
1259,104,475,219280,0.92,0.0,5,575,-4991,1,0.0941,154906,4.0,729,0,Revival,Third Day,
1260,415,436,248962,618,2.46e-06,3,177,-8402,0,0.0432,83982,4.0,352,0,Hold It All,Cody Carnes,
1261,0.0458,704,201093,928,0.0,8,345,-3422,1,0.0443,113981,4.0,0.96,0,Lifer,MercyMe,
1262,0.0166,543,202039,944,0.0,11,146,-2647,1,0.0759,93957,4.0,728,0,Now,Mallary Hope,
1263,0.0108,534,235733,862,0.0,1,104,-4282,1,0.0486,104012,4.0,435,0,Battles,The Afters,
1264,0.85,227,247020,309,0.0,0,0.0898,-7368,1,0.0292,167097,4.0,225,0,Prove Me Wrong,Mandisa,
1265,193,732,207052,606,1.25e-06,10,165,-5.21,1,0.0313,115985,4.0,637,0,Run the Race,Holly Starr,
1266,322,659,167711,848,0.0,4,243,-3273,1,202,166009,4.0,961,0,The Happy Song,Jamie Grace,
1267,298,588,228453,0.58,0.0,0,0.0811,-7833,1,0.0272,138013,4.0,492,0,Find You Here,Ellie Holcomb,
1268,0.0875,353,199111,0.87,0.0,0,79,-5386,1,127,135045,4.0,308,0,Change The World (feat. Hollyn),Derek Minor,
1269,225,696,230933,713,2.22e-06,11,194,-5114,0,123,189932,4.0,368,0,Rise,Kim Walker-Smith,
1270,0.00532,529,208520,769,0.0,11,0.19,-6369,1,0.0469,73946,4.0,648,0,Priceless,for KING & COUNTRY,
1271,0.000774,525,239999,657,0.0,7,0.0778,-6394,1,0.0271,77013,4.0,286,0,Alive In You - Studio Version,Jesus Culture,
1272,187,423,238200,502,0.0,2,108,-5924,1,0.0293,135858,4.0,0.0968,0,What A Beautiful Name,Hillsong Worship,
1273,0.00497,574,240453,802,0.0,11,333,-4801,0,0.0299,128062,4.0,0.52,0,Beloved,Jordan Feliz,
1274,0.000619,388,347893,542,0.0,2,175,-6122,1,0.0321,135866,3.0,128,0,There Is a Cloud,Elevation Worship,
1275,0.0643,519,217800,907,0.0,4,264,-3918,1,0.0444,147957,4.0,603,0,Rise,Danny Gokey,
1276,0.00687,688,183413,843,0.0,5,0.0464,-4.12,1,0.0452,105.02,4.0,841,0,Fearless,Jasmine Murray,
1277,807,569,235680,484,9.35e-06,0,163,-6536,1,0.0304,122.08,4.0,308,0,Tears,Matt Hammitt,
1278,0.0024,547,228040,511,1.24e-06,11,109,-5802,1,0.0294,143968,4.0,179,0,To Live Is Christ,Sidewalk Prophets,
1279,0.0198,511,237453,831,0.0,11,661,-4826,1,131,141971,4.0,544,0,Be The Change,Britt Nicole,
1280,0.000937,676,200481,0.79,8.94e-05,7,0.0938,-3674,1,0.0338,99948,4.0,0.0484,0,Parachute,Joshua Micah,
1281,0.0646,587,203937,791,0.0,8,0.25,-6313,0,0.0911,125993,4.0,593,0,Where You Are (Reimagined),Hillsong Young & Free,
1282,183,389,297320,525,0.0,9,308,-7941,1,0.0403,143919,3.0,0.0963,0,The Cause Of Christ,Kari Jobe,
1283,105,528,216400,0.59,0.0,6,104,-6682,1,0.0352,118031,4.0,113,0,King Of The World,Natalie Grant,
1284,0.0326,0.37,235227,723,0.0,0,0.0982,-4774,1,0.0364,149923,4.0,117,0,Come Alive (Dry Bones),Lauren Daigle,
1285,0.0919,301,254373,762,0.0,7,0.0822,-3392,1,0.0402,161864,3.0,208,0,Even So Come - Radio Version/Live,Passion,
1286,0.0839,459,256933,561,0.0,7,0.0998,-7091,1,0.0271,144784,4.0,298,0,"10,000 Reasons (Bless the Lord) [Radio Version]",Matt Redman,
1287,0.0793,545,234199,576,0.0,6,103,-11081,1,0.0277,100304,4.0,416,0,More Than Conquerors (Radio Version),Steven Curtis Chapman,
1288,471,495,243800,0.71,0.0,0,0.0703,-3941,1,0.0288,90024,4.0,332,0,TESTIFY,NEEDTOBREATHE,
1289,0.0832,492,232379,656,0.0,9,202,-7361,1,0.0365,147948,3.0,336,0,Great Are You Lord (Radio Mix),one sonic society,
1290,0.0551,401,307680,0.7,0.0,0,0.0961,-5.07,1,0.0368,81049,4.0,171,0,Worthy Of Your Name - Studio,Passion,
1291,0.00392,436,288253,836,1.12e-06,10,113,-4884,1,0.0497,147978,4.0,314,0,My All In All,Phil Wickham,
1292,0.0101,674,237146,895,0.0,0,0.0996,-3973,1,0.0337,102984,4.0,558,0,Love Broke Thru,tobyMac,
1293,133,566,208627,766,0.0,11,117,-6.87,1,0.0552,139955,4.0,393,0,Magnify,We Are Messengers,
1294,157,211,252965,649,0.0,0,117,-7.28,1,0.0393,150.11,4.0,289,0,The Cross Has The Final Word,Cody Carnes,
1295,196,305,331613,726,0.0,9,464,-6375,1,61,82673,4.0,547,0,Eye of the Storm (feat. Gabe Real),Ryan Stevenson,
1296,0.000127,237,247533,0.99,0.0914,7,393,-3331,1,0.24,151545,4.0,169,0,Black Colors,Victim Of Deception,
1297,1.51e-05,455,311217,994,0.0012,4,0.0908,-4584,0,193,125035,4.0,0.0703,0,A Darkened Gospel,A Wake in Providence,
1298,7.94e-06,236,239696,981,874,6,325,-2635,1,299,160114,4.0,129,0,Soil the Stillborn,Infant Annihilator,
1299,0.00256,468,201783,998,0.0,9,233,-994,0,0.15,140003,4.0,64,0,No Absolution,Thy Art Is Murder,
1300,0.000102,476,314907,962,106,8,137,-4023,1,0.12,145947,4.0,451,0,Hearteater,To The Grave,
1301,8.35e-06,226,209563,553,0.0379,1,0.0728,-9169,1,0.0546,129255,4.0,323,0,Shapeless Abomination,Beyond the Extraction,
1302,0.00105,495,263687,955,0.0551,6,308,-4181,1,0.0798,130002,4.0,362,0,Dirty Waters,Into Oblivion,
1303,5.83e-05,296,229859,983,146,11,508,-2999,1,169,115003,4.0,231,0,Defiled,Hive,
1304,1.84e-05,474,260706,925,901,2,324,-3539,1,146,139.97,4.0,142,0,Negative,FRCTRD,
1305,0.000168,406,180872,936,242,2,62,-4564,0,0.11,139922,4.0,0.26,0,Distorting of Perception,Until We Die,
1306,8.12e-05,173,267600,927,0.23,1,229,-5.22,1,0.0869,99131,4.0,183,0,Ruin,Altered Perceptions,
1307,1.01e-05,404,224812,989,556,2,536,-1374,1,184,94291,4.0,153,0,Fauxhammer,Black Tongue,
1308,0.000393,456,217133,0.97,0.0432,1,0.0914,-4655,1,175,124976,4.0,0.0399,0,Spiteful Nature,I Shall Devour,
1309,0.0147,242,233796,0.96,0.0562,1,0.0923,-4112,1,306,169896,4.0,199,0,We Wait,I Declare War,
1310,4.42e-05,472,229640,942,823,11,324,-3954,0,0.0951,150005,4.0,186,0,Plague of Immortality (feat. Dean Lamb Of Archspire),Within Destruction,
1311,2.95e-05,227,244181,921,792,1,154,-6149,0,99,175167,3.0,116,0,Arrogance,Traitors,
1312,5.73e-05,444,268187,943,0.00704,1,114,-4955,0,0.09,119945,4.0,292,0,Inferiority,Neberu,
1313,8.53e-05,0.17,319582,866,976,4,569,-7304,1,101,117539,4.0,0.11,0,Senseless Order,Signs of the Swarm,
1314,4.19e-05,276,294034,919,181,1,479,-3773,1,111,116038,3.0,149,0,Advent,Shotgun Surgeon,
1315,6.49e-05,401,264107,988,116,1,342,-4104,0,192,155356,4.0,191,0,Venomous,Whitechapel,
1316,7.53e-05,398,200525,974,0.0076,1,389,-2823,0,0.16,129983,4.0,245,0,Substance Affliction,Advocates,
1317,0.000696,566,250647,986,0.0164,1,399,-5016,1,0.0884,127515,4.0,0.15,0,To Encompass and Eclipse,A Trust Unclean,
1318,0.000103,0.39,192011,978,941,11,0.12,-4209,1,289,100221,4.0,102,0,Rope,Obscure of Acacia,
1319,2.67e-05,336,282401,983,0.00362,11,257,-1812,0,128,113711,4.0,131,0,Permanent Intoxication,Mycelia,
1320,0.00545,0.48,228923,984,283,3,588,-5718,0,116,130.02,4.0,146,0,Tremendous Strain,Science Of Sleep,
1321,0.000273,285,232999,989,797,7,104,-4407,1,147,140019,4.0,201,0,Of Talons and Teeth,Reaping Asmodeia,
1322,4.95e-05,428,221776,997,955,8,253,-3587,1,185,149998,4.0,0.0533,0,Pitchblack,Walking Dead On Broadway,
1323,0.000283,256,197684,0.98,0.0196,3,618,-5107,1,0.0964,94.99,4.0,0.11,0,Zerotonin 2,Darknet,
1324,0.000102,491,309734,928,363,9,0.14,-3866,1,0.0938,132973,4.0,0.14,0,False Hope,The Machinist,
1325,0.000673,274,198011,925,156,1,0.47,-5204,1,111,161.25,4.0,102,0,1208,Extortionist,
1326,0.00125,217,255725,0.98,0.00139,5,287,-3332,1,133,139024,4.0,0.0658,0,Plagues,The End At The Beginning,
1327,4.58e-05,261,149278,863,7.33e-06,11,329,-7199,1,0.0721,108347,4.0,316,0,Hear Me Out,Risking It All,
1328,1.35e-05,517,256920,991,1.44e-05,9,0.0501,-2406,0,112,120026,4.0,194,0,Down into the Abyss,Conjonctive,
1329,0.000482,258,282101,905,0.000489,10,686,-4897,1,136,112.94,4.0,0.16,0,Dance of the Witch,At Rest,
1330,1.2e-05,484,328000,0.98,188,0,779,-1939,1,75,119997,4.0,165,0,New World Slaughter,Iconoclast,
1331,6.56e-05,387,300000,967,226,5,337,-3335,0,128,129904,4.0,0.0536,0,FVNERAL MOON,Lorna Shore,
1332,0.00029,424,271560,992,2.13e-05,5,322,-2976,0,0.19,145144,4.0,0.0914,0,Beautiful Agony,Within The Ruins,
1333,0.000111,0.45,267000,986,251,1,0.0645,-2384,1,151,159976,4.0,172,0,Ways Of Transfiguration,Buried Side,
1334,2.13e-05,222,278577,985,0.00644,7,775,-4105,1,149,136227,4.0,0.16,0,Black Mammoth,Fit For An Autopsy,
1335,5.4e-05,455,210426,973,0.00193,1,365,-4597,0,132,102076,4.0,448,0,Solicitude,Belie My Burial,
1336,0.000123,398,252005,955,458,7,299,-3.39,0,0.0698,100.03,4.0,134,0,The Call of Mighty,Crucify Me Gently,
1337,8.8e-06,399,267209,877,358,11,677,-5418,0,0.0804,112351,3.0,254,0,Manufactured Existence,Lord of War,
1338,3.28e-05,401,194000,921,753,6,359,-3287,0,0.0781,102035,4.0,372,0,Bastard Son,God Of Nothing,
1339,1.94e-05,209,246689,955,0.0118,11,0.0925,-4527,1,143,199988,4.0,114,0,The Shaping Sickness,Shadow of Intent,
1340,1.56e-05,493,258868,964,0.00733,1,727,-3079,1,0.0954,110005,4.0,0.17,0,Drown Me in Blood,Carnifex,
1341,0.00115,339,219317,958,1.56e-05,9,651,-2909,0,153,128806,4.0,273,0,Inferno,"Above, Below",
1342,5.32e-05,458,184482,957,8.97e-05,0,364,-6.16,1,107,120006,4.0,154,0,Debris,Paragon,
1343,1.45e-05,263,275719,896,876,6,363,-8048,1,0.11,113106,4.0,251,0,"I, the Weak",The Voynich Code,
1344,0.00192,482,198947,968,0.000454,6,108,-4395,1,149,114001,4.0,245,0,American Dream,Chelsea Grin,
1345,2.21e-05,379,256114,979,877,9,453,-3.77,1,107,140029,4.0,156,0,Temptress,Enterprise Earth,
1346,2.05e-05,535,203500,974,0.000149,10,263,-3566,0,172,116956,4.0,431,0,Flag of the Beast,Emmure,
1347,1.69e-05,329,135653,993,641,6,342,-3416,1,0.0969,116461,4.0,372,0,Unanswered,Suicide Silence,
1348,4.55e-05,162,200961,957,867,10,669,-6229,0,147,96822,5.0,119,0,Be My Valentine (feat. Dickie Allen),Brojob,
1349,5.41e-06,389,220558,985,954,1,305,-2795,0,112,135019,4.0,0.0637,0,Prismatic Abyss,Aversions Crown,
1350,0.00631,636,180400,802,4.14e-05,2,59,-2168,1,167,139815,4.0,334,0,Right In,Skrillex,
1351,0.0145,716,215253,972,3.22e-05,7,317,-2302,1,196,110026,4.0,566,0,Bangarang (feat. Sirah),Skrillex,
1352,0.0049,596,301987,921,0.00019,11,536,-2.5,0,74,139969,4.0,232,0,Breakn' A Sweat,Skrillex,
1353,0.00075,616,292907,946,0.0777,1,355,-2876,1,0.0687,127992,4.0,332,0,The Devil's Den,Skrillex,
1354,0.0106,633,245053,926,0.54,11,133,-4749,0,0.0971,140037,4.0,493,0,Right On Time,Skrillex,
1355,0.0012,605,200787,0.92,0.000596,4,483,-2298,0,0.0713,174974,4.0,0.22,0,Kyoto (feat. Sirah),Skrillex,
1356,654,176,414747,479,591,7,0.13,-7471,0,0.0282,100831,4.0,0.0622,0,Skrillex Orchestral Suite By Varien - Bonus Track,Skrillex,
1357,218,385,232716,404,1.57e-06,8,113,-6999,1,29,146128,4.0,0.0703,0,Satellite,SALTNPAPER,
1358,328,0.68,231679,593,0.0,1,105,-6496,1,176,94007,4.0,396,0,Nosedive,Dynamic Duo,
1359,0.0171,726,212409,889,0.00106,6,0.0741,-4251,0,0.0304,119983,4.0,531,0,PIZZA,Oohyo,
1360,773,741,193217,219,2.84e-06,11,116,-11944,1,0.0432,101.78,4.0,198,0,이대로 있어줘요 Stay With Me,도시총각 Dosichonggak,
1361,498,587,246457,554,0.000663,1,106,-7212,1,0.0424,80013,4.0,431,0,Stardust,Kevin Oh,
1362,2.54e-05,321,128340,751,235,9,109,-4655,1,0.0543,110182,4.0,174,0,Burning youth,Hyukoh,
1363,263,697,193605,692,0.0,7,104,-5.34,1,0.0511,124829,4.0,275,0,Wi Ing Wi Ing,Hyukoh,
1364,712,483,229261,524,0.0,11,0.0975,-3.92,1,0.0261,91878,4.0,519,0,Wonder,Standing Egg,
1365,285,498,221293,436,0.0,6,0.06,-4592,1,0.0304,79871,4.0,261,0,I'll Pick You Up,Standing Egg,
1366,0.0262,635,183781,575,0.00337,11,361,-8.8,0,0.0581,159913,4.0,493,0,VAMOS,Oohyo,
1367,364,819,186817,677,0.0313,5,0.0915,-5703,0,0.0423,94975,4.0,0.93,0,MWAH,Humming Urban Stereo,
1368,564,676,238895,508,0.000142,2,101,-7515,1,0.0577,106015,4.0,327,0,Loop,NELL,
1369,873,657,201667,427,0.0,0,109,-6879,1,0.0377,144014,4.0,0.24,0,With Me,Vanilla Acoustic,
1370,0.0989,483,263979,747,0.000409,5,0.24,-4363,1,0.0549,80117,4.0,223,0,Monster,PALGOU,
1371,264,0.62,225800,529,0.0,5,354,-5333,0,0.0353,94951,4.0,572,0,What 2 Do,DEAN,
1372,669,751,230493,489,3.57e-06,8,177,-5418,1,0.0343,140013,4.0,468,0,For Me,Gyepy,
1373,765,767,203263,445,0.000727,6,0.0897,-8527,1,0.0328,119923,4.0,375,0,Fallen in Love (Only With You),Jang Beom June,
1374,164,844,226600,0.32,0.0,6,107,-9532,0,0.0475,125927,4.0,575,0,Talk,10cm,
1375,253,743,237588,886,0.00267,8,714,-3503,0,0.0831,109961,4.0,397,0,Black Out,PALGOU,
1376,107,0.54,204589,408,0.000811,0,111,-11899,0,0.0457,159813,4.0,655,0,Sleeping Habits,Donguy,
1377,224,657,230000,536,0.00432,4,352,-7073,1,0.0303,119.95,4.0,184,0,Romance in Seoul,Neon Bunny,
1378,532,549,200231,451,3.44e-05,1,0.0425,-10302,0,0.15,85296,4.0,621,0,Hot and Cold (feat. Yun Cheoljong of 10cm),SunWoo Jung-A,
1379,859,762,175792,277,0.0,7,161,-9263,1,0.0459,109689,3.0,286,0,Ki-dult,SBGB,
1380,837,214,249727,484,9.66e-05,9,114,-5.44,1,0.0324,81625,4.0,267,0,"지금 여기, 이곳에서 (Duet With 루시아) , 지금 여기, 이곳에서",Sentimental Scenery,
1381,0.0219,0.63,222546,684,0.00108,11,103,-6.74,0,0.0399,142952,4.0,881,0,너와의 공식 Love Equation,플랫핏 Flat Feet,
1382,806,0.35,254925,347,4.37e-06,4,102,-6154,1,0.0318,146661,4.0,241,0,I Don't Love You,Urban Zakapa,
1383,439,892,157001,443,0.0,0,0.0866,-6181,1,0.0379,107984,4.0,729,0,My eyes,10cm,
1384,881,764,99610,177,3.34e-05,9,121,-13596,0,0.0983,115697,4.0,569,0,Zig Zag,Kwon Jin Ah,
1385,0.0117,432,278999,761,2.88e-05,1,0.75,-4126,1,0.0305,138004,4.0,334,0,Cake Love (PROD. BY The Black Skirts),XIA,
1386,423,0.7,215005,425,1.72e-06,7,0.0879,-9.52,1,0.0287,95058,4.0,283,0,HOW WAS YOUR DAY,Sugarbowl,
1387,0.00922,453,388463,678,5.11e-05,9,0.0477,-7291,0,0.0494,131936,4.0,0.0827,0,변명 Shame,DyoN Joo,
1388,414,574,299008,0.51,0.000213,7,0.0995,-7.63,1,0.0334,121989,4.0,125,0,You Wouldn't Even Know,Flower Soo,
1389,705,894,222307,161,0.0033,4,312,-14311,1,88,104968,4.0,818,0,장가갈 수 있을까 Can I Get Married?,Coffeeboy,
1390,368,717,232944,844,1.93e-05,1,255,-5363,0,0.0299,110023,4.0,825,0,Sneakers,Humming Urban Stereo,
1391,289,712,223333,625,0.0,7,127,-8832,1,149,100004,4.0,718,0,Dangerous,Clazziquai Project,
1392,138,768,224009,743,0.00128,0,142,-6.09,1,0.0455,89983,4.0,692,0,Night Time Melody,Rude Paper,
1393,909,489,202827,173,0.0,3,117,-9827,1,0.0567,121054,3.0,625,0,Reason Why We Have To Break Up,Only U,
1394,508,597,210893,575,0.0,10,265,-3705,1,0.0341,85018,4.0,516,0,"Love, Love.",Big Brain,
1395,772,598,224779,515,4.91e-06,5,164,-4695,0,0.0363,117762,3.0,377,0,I Don't Want,Jungkey,
1396,286,616,236960,387,0.0,9,277,-6079,0,0.0335,81856,4.0,0.47,0,All in Vain,Mot,
1397,0.0805,766,319360,602,765,0,0.0889,-8388,0,0.0273,100042,4.0,378,0,귀가 Return Home,카우칩스 The CowChips,
1398,804,792,293458,0.15,1.3e-05,1,0.0704,-15644,1,0.0486,83625,4.0,0.33,0,물 Water,권나무 Kwon Tree,
1399,805,709,206013,0.29,0.0,4,0.17,-11092,1,0.0322,90046,4.0,584,0,Summer Night You and I,Standing Egg,
1400,858,679,257187,126,0.000102,11,114,-10562,0,0.0369,129.75,3.0,114,0,Let You Go,Mot,
1401,175,581,247497,312,5.57e-05,5,104,-8984,0,54,181893,4.0,506,0,Sooni (I'm your fanatic girl),SunWoo Jung-A,
1402,578,652,177090,512,7.49e-06,5,101,-7062,1,0.0276,104.98,4.0,284,0,Run,Okdal,
1403,654,0.73,205333,418,7.51e-05,2,0.13,-6735,1,0.0319,139888,4.0,401,0,Petals on The Wind (Remake Version),Wable,
1404,663,719,227827,478,0.000886,2,0.0496,-9.58,1,0.0297,77996,4.0,354,0,Morning Call - Remix Version,Ibadi,
1405,827,524,193406,392,0.0,10,363,-8938,0,0.0305,145.88,4.0,296,0,Rub off,Kim Woo-Joo,
1406,503,0.41,256333,648,0.0,7,219,-4469,1,0.0362,60391,4.0,342,0,Don't You Cry For Me,Cobi,
1407,947,483,248176,199,0.0,2,109,-11.37,1,0.0586,78103,4.0,162,0,Waves - Acoustic,Dean Lewis,
1408,461,0.59,162084,568,0.0562,7,106,-8332,1,0.0252,153113,4.0,731,0,Runner,Jon and Roy,
1409,302,696,292987,521,0.0,10,0.0565,-8465,0,332,100.0,4.0,471,0,No Role Modelz,J. Cole,
1410,0.0752,504,239320,705,0.0,6,128,-8205,0,364,175483,4.0,564,0,Wet Dreamz,J. Cole,
1411,358,894,216520,284,0.000487,11,0.11,-13002,0,0.33,138944,4.0,413,0,Neighbors,J. Cole,
1412,361,653,264747,409,0.00012,9,189,-11446,1,421,174324,4.0,181,0,Deja Vu,J. Cole,
1413,331,889,301133,393,8.67e-06,4,283,-10821,0,267,128065,4.0,0.31,0,G.O.M.D.,J. Cole,
1414,0.0451,592,280615,701,0.0,10,327,-4014,0,0.0858,129501,4.0,299,0,Litty (feat. Tory Lanez),Meek Mill,
1415,0.0242,589,223973,658,0.0,11,118,-5288,0,203,77521,4.0,254,0,All Eyes On You (feat. Chris Brown & Nicki Minaj),Meek Mill,
1416,0.00375,0.7,210472,693,0.0,2,314,-6553,1,0.14,133981,4.0,513,0,Froze (feat. Lil Uzi Vert & Nicki Minaj),Meek Mill,
1417,0.0415,0.37,250240,0.87,0.0,5,604,-2.09,1,271,79092,4.0,334,0,Ima Boss - feat. Rick Ross,Meek Mill,
1418,214,523,291280,783,0.0,6,612,-3755,0,185,117264,5.0,312,0,Apple of My Eye,Rick Ross,
1419,0.00895,434,332600,785,0.0,4,132,-4169,0,128,106926,5.0,393,0,Santorini Greece,Rick Ross,
1420,0.0123,481,341680,716,0.0,10,141,-5996,0,622,78829,4.0,399,0,Idols Become Rivals,Rick Ross,
1421,0.00612,729,275720,838,0.0,8,0.0721,-4476,0,313,136869,4.0,0.35,0,Trap Trap Trap,Rick Ross,
1422,0.00589,662,267720,808,0.0,9,613,-3.06,1,122,76493,4.0,448,0,Dead Presidents,Rick Ross,
1423,0.00184,541,225427,609,0.0,1,179,-3715,1,127,158314,4.0,298,0,She On My Dick,Rick Ross,
1424,0.0084,629,242373,0.7,0.0,2,118,-6212,1,264,85814,4.0,159,0,I Think She Like Me,Rick Ross,
1425,0.0273,501,269720,775,0.0,7,211,-6248,0,436,85929,4.0,615,0,Powers That Be,Rick Ross,
1426,0.00755,0.54,224707,0.82,0.0,5,642,-3824,1,138,78063,4.0,516,0,Game Ain't Based On Sympathy,Rick Ross,
1427,0.0171,801,160000,642,0.000946,9,112,-5926,0,0.0903,126013,4.0,703,0,Humble,Wahlstedt,
1428,33,707,201707,929,205,8,0.0626,-4199,0,0.0901,123004,4.0,403,0,My Friend,EDX,
1429,306,696,192000,795,7.72e-06,8,243,-4892,0,187,126186,4.0,0.16,0,White Label (Is This Love),Still Young,
1430,0.00551,562,228414,885,805,8,0.0621,-3096,1,0.0431,145.06,4.0,679,0,Home,Marshmello,
1431,0.0171,0.47,251350,863,143,6,96,-6.52,0,0.0461,170137,4.0,335,0,Front to Back,Buku,
1432,0.0227,726,335609,929,379,0,924,-7146,0,0.0771,123036,4.0,706,0,Best Thing About,Lex Luca,
1433,0.00121,984,188852,941,0.0539,9,26,-4.56,0,0.0805,122003,4.0,331,0,Flashwind - Radio Edit,Ben Remember,
1434,135,0.72,188852,643,812,9,112,-7691,1,0.0369,122012,4.0,323,0,Fuego,Alok,
1435,0.00613,473,169756,885,0.00023,5,219,-3.42,0,0.0454,149698,4.0,278,0,Rose Horizon,Yellow Claw,
1436,0.00101,466,16588,943,0.0,6,458,-3545,0,385,113457,5.0,598,0,dance alot,Various Artists,
1437,588,614,179613,792,0.0,5,105,-3528,0,352,154823,4.0,554,0,Save You,Wahlstedt,
1438,0.00433,775,248007,883,346,11,57,-5.83,0,0.0703,125006,4.0,682,0,I Want You,Chris Lake,
1439,0.0362,0.67,585000,792,881,7,101,-8211,1,0.0465,128018,3.0,0.0348,0,Polaris,deadmau5,
1440,643,549,185726,816,1.38e-06,10,137,-5044,0,233,109774,4.0,523,0,Midnight Sun,Dirtcaps,
1441,0.00145,715,183752,964,468,0,174,-4.71,0,0.0651,128059,4.0,307,0,One Life Short,Geoxor,
1442,0.0771,466,224212,849,2.89e-06,9,104,-3.85,0,0.0633,183.76,4.0,353,0,On Our Own (feat. Natalie Major),Showtek,
1443,0.000679,503,249655,989,542,6,548,-787,1,65,174012,4.0,615,0,The Wall,Matrix & Futurebound,
1444,0.00518,718,148801,944,477,1,114,-5041,1,0.0386,125004,4.0,328,0,All I Know,EDX,
1445,0.0987,443,210884,727,9.35e-06,0,118,-5171,0,0.0984,74827,4.0,423,0,Freesol (feat. Skyler Stonestreet),Seven Lions,
1446,0.00576,396,265543,821,0.000424,8,116,-3826,1,104,171927,4.0,122,0,Mantra - Mat Zo Remix,Noisia,
1447,44,597,192041,832,2.96e-05,11,0.0864,-5.48,0,147,162.03,4.0,479,0,Good Life,Kiso,
1448,291,675,166286,929,0.00724,9,397,-2578,1,0.0478,140006,4.0,428,0,Twinbow,Slushii,
1449,0.0256,559,210968,854,2.61e-06,11,294,-3923,0,36,156008,4.0,474,0,Limitless (feat. Sophie Rose),Sam F,
1450,0.0235,714,176250,851,0.00697,6,0.1,-3387,0,121,128004,4.0,692,0,Move On Me,Tom & Jame,
1451,325,531,195252,769,0.0,10,305,-2881,0,63,77351,4.0,454,0,Wildcard,Mickey Valen,
1452,149,738,190476,646,0.00157,8,162,-5384,1,0.0611,125923,4.0,401,0,Find You,Wahlstedt,
1453,0.0214,587,198426,772,698,4,447,-4439,0,0.0375,127978,4.0,201,0,Legacy,Dimitri Vangelis & Wyman,
1454,316,519,182720,829,0.0,5,0.0759,-5121,0,0.0901,123659,4.0,629,0,Show You Love,Kato,
1455,139,718,188160,0.89,0.00103,2,341,-3931,1,144,124943,4.0,304,0,Make U Love Me,Tujamo,
1456,474,871,184762,893,852,5,0.0891,-3774,1,0.0403,126016,4.0,639,0,Bassline Riddim,Vato Gonzalez,
1457,108,641,302506,676,0.0,9,152,-4461,1,0.0385,119108,4.0,174,0,Light - GOSLO Remix,San Holo,
1458,265,677,185613,778,0.0,6,247,-5.19,0,0.0291,97.97,4.0,335,0,Walk Away,LVNDSCAPE,
1459,158,633,155963,964,0.0159,2,204,-3573,1,0.0298,124022,4.0,111,0,Touch The Sky,Cedric Gervais,
1460,0.0144,529,179200,739,0.000255,9,0.39,-5356,0,0.0543,149915,4.0,403,0,"Afraid, Unafraid",SLUMBERJACK,
1461,282,738,202286,818,0.000543,2,101,-3652,0,0.0692,139998,4.0,0.53,0,Make You Mine,Aire Atlantica,
1462,0.0238,303,199405,879,3.84e-05,8,431,-4748,1,0.0758,80329,4.0,564,0,Riot Call (feat. Nevve),QUIX,
1463,128,617,185089,524,0.00438,5,362,-8885,0,103,142046,4.0,225,0,Modern Flame (feat. Yuna),Emmit Fenn,
1464,56,164,206897,878,0.0617,6,205,-4953,0,0.11,171908,4.0,196,0,Right Here,Keys N Krates,
1465,0.00129,823,207293,815,0.0494,11,599,-3947,1,134,125989,4.0,473,0,Chicken Soup,Skrillex,
1466,0.0165,597,209664,952,145,9,305,-3586,0,0.0415,127907,4.0,206,0,No Sleep,Bougenvilla,
1467,0.0705,0.71,166290,884,0.0,1,0.0765,-1258,1,347,149995,4.0,579,0,Help,Borgore,
1468,0.00931,715,198750,989,109,2,0.0475,-1723,1,194,128054,4.0,679,0,Waist Time,Diplo,
1469,0.0126,604,200625,796,0.0,1,106,-2416,0,0.0597,127991,4.0,209,0,Scared To Be Lonely (Brooks Remix),Martin Garrix,
1470,0.00173,548,226172,811,3.56e-05,11,323,-3985,1,0.0475,155.08,4.0,411,0,Fuck It All Up (feat. JVZEL),DOLF,
1471,0.0509,546,174031,737,1.68e-05,5,114,-3794,1,54,97.9,4.0,188,0,After All,Khrebto,
1472,125,0.72,230853,746,0.000476,11,0.0929,-5567,0,0.0985,124045,4.0,508,0,Something Just Like This - Don Diablo Remix,The Chainsmokers,
1473,0.000817,0.68,192200,941,621,0,0.0852,-8093,1,0.0532,124035,4.0,338,0,The Jam,Kideko,
1474,0.0143,626,219174,748,0.0,1,123,-5899,1,0.0345,121067,4.0,217,0,Get What You Give,Felix Cartal,
1475,0.0107,723,211890,784,772,2,0.0791,-5547,1,0.0334,128027,4.0,382,0,Joyride,Bassjackers,
1476,131,522,210816,0.86,0.0209,10,122,-3773,0,145,128019,4.0,263,0,Open,Yellow Claw,
1477,0.0533,599,288877,667,0.0,7,134,-4267,1,0.0367,80984,4.0,811,0,I'm the One,DJ Khaled,
1478,0.0521,719,194320,657,0.0,11,0.0872,-4588,0,0.0494,122.02,4.0,694,0,There's Nothing Holdin' Me Back - NOTD Remix,Shawn Mendes,
